"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_VAULT_PURCHASE_SCREEN_TEXT_7","<AMOUNT> MORE GEMS!","<AMOUNT> من الجواهر الإضافية","额外<AMOUNT>宝石！","額外<AMOUNT>寶石！","<AMOUNT> JUWELEN MEHR!","<AMOUNT> GEMAS MÁS","<AMOUNT> JALOKIVEÄ ENEMMÄN!","<AMOUNT> GEMMES BONUS !","עוד <AMOUNT> יהלומים!","<AMOUNT> PERMATA BONUS!","<AMOUNT> GEMME IN PIÙ!","エメラルド<AMOUNT>個増量！","보석 <AMOUNT>개 추가!","<AMOUNT> PERMATA LAGI!","NOG <AMOUNT> EDELSTENEN!","WIĘCEJ KLEJNOTÓW: <AMOUNT>","<AMOUNT> GEMAS ADICIONAIS!","НА <AMOUNT> КРИСТАЛЛОВ БОЛЬШЕ!","อัญมณีมากขึ้น <AMOUNT> เม็ด!","<AMOUNT> DAHA FAZLA ELMAS!","THÊM <AMOUNT> NGỌC!"
"TID_VAULT_PURCHASE_SCREEN_TEXT_8","<AMOUNT> VAULT KEYS!","<AMOUNT> من مفاتيح الخزنة","<AMOUNT>把宝库钥匙！","<AMOUNT>把寶庫鑰匙！","<AMOUNT> TRESORSCHLÜSSEL!","<AMOUNT> LLAVES DE CAJAS FUERTES","<AMOUNT> SÄILIÖAVAINTA!","<AMOUNT> CLÉS DE COFFRE !","<AMOUNT> מפתחות כספת!","<AMOUNT> KUNCI BRANKAS!","<AMOUNT> CHIAVI DEL CAVEAU!","金庫のカギ<AMOUNT>個！","금고 열쇠 <AMOUNT>개!","<AMOUNT> KUNCI BILIK KEBAL!","<AMOUNT> KLUISSLEUTELS!","WIĘCEJ KLUCZY: <AMOUNT>","<AMOUNT> CHAVES DE COFRE!","КЛЮЧИ ОТ ТАЙНИКОВ (<AMOUNT> ШТ.)!","กุญแจตู้นิรภัย <AMOUNT> ดอก!","<AMOUNT> KASA ANAHTARI!","<AMOUNT> CHÌA KHÓA KÉT SẮT!"
"TID_VAULT_PURCHASE_SCREEN_TEXT_9","BEST DEAL IN BRAWL STARS!","أفضل عرض في Brawl Stars","全《荒野乱斗》最划算！","全《荒野亂鬥》最划算！","BESTES ANGEBOT IN BRAWL STARS!","¡LA MEJOR OFERTA DE BRAWL STARS!","BRAWL STARSIN PARAS DIILI!","MEILLEURE OFFRE DE BRAWL STARS !","המבצע הטוב ביותר ב-BRAWL STARS!","PROMO MENGGIURKAN DI BRAWL STARS!","LA MIGLIORE OFFERTA DI BRAWL STARS!","ブロスタで一番お得！","브롤스타즈 최고의 핫딜!","TAWARAN TERBAIK DALAM BRAWL STARS!","DE BESTE DEAL IN BRAWL STARS!","NAJLEPSZA OFERTA W BRAWL STARS!","MELHOR OFERTA DE BRAWL STARS!","ЛУЧШАЯ АКЦИЯ BRAWL STARS!","ดีลที่ดีที่สุดใน Brawl Stars!","BRAWL STARS'DAKİ EN İYİ TEKLİF!","ƯU ĐÃI TỐT NHẤT TRONG BRAWL STARS!"
"TID_VAULT_SKIN_SET_1","SKIN SET <VALUE>","مجموعة المظاهر <VALUE>","皮肤套装<VALUE>","造型套裝<VALUE>","SKINSET <VALUE>","CONJUNTO DE ASPECTOS <VALUE>","ASUSETTI <VALUE>","ENSEMBLE DE SKINS <VALUE>","ערכת סקינים <VALUE>","SET KOSTUM <VALUE>","SET DI SKIN N. <VALUE>","スキンセット<VALUE>","스킨 세트 <VALUE>개","SET KULIT <VALUE>","SKINSET <VALUE>","ZESTAW PRZEBRAŃ <VALUE>","PACOTE DE VISUAIS <VALUE>","КОМПЛЕКТ СКИНОВ <VALUE>","เซ็ตสกิน <VALUE>","KOSTÜM SETİ <VALUE>","BỘ SƯU TẬP TRANG PHỤC <VALUE>"
"TID_VAULT_DISCOUNT_TIME","Discounted for <TIME>","بخصم لمدة <TIME>","折扣剩余时间：<TIME>","折扣剩餘時間：<TIME>","<TIME> lang reduziert","En oferta durante <TIME>","Alennuksessa: <TIME>","Réduction : <TIME>","בהנחה למשך <TIME>","Diskon selama <TIME>","Sconto valido per <TIME>","割引終了まで：<TIME>","<TIME> 동안 할인","Diskaun untuk <TIME>","Afgeprijsd gedurende <TIME>","Zniżka na <TIME>","Desconto válido por: <TIME>","Скидка действует ещё <TIME>","ลดราคาเป็นเวลา <TIME>","<TIME> boyunca indirimli","Giảm giá trong <TIME>"
"TID_BUFFIE_GADGETS_BUFFED","GADGET BUFFIED!","تم تعزيز الجهاز.","随身妙具增益生效！","武裝配件增益生效！","GADGET BUFFIE-VERSTÄRKT!","¡GADGET CON BUFFIE!","BUFFIE LISÄTTY VARUSTEESEEN!","GADGET BUFFÉ !","הגאדג‘ט חוזק!","BUFFIE GADGET AKTIF!","GADGET CON BUFFIE!","ガジェットバフ！","가젯 버피됨!","BUFFIE ALAT AKTIF!","GADGET GEBUFFIED!","ZBUFFOWANO GADŻET!","BUFFIE APLICADO AO ACESSÓRIO!","ГАДЖЕТ С БАФФИ!","อุปกรณ์เสริมได้รับบัฟแล้ว!","AKSESUAR BUFFIE’LENDİ!","ĐÃ CƯỜNG HÓA PHỤ KIỆN!"
"TID_BUFFIE_STAR_POWERS_BUFFED","STAR POWER BUFFIED!","تم تعزيز القدرة الخاصة.","星徽之力增益生效！","能力之星增益生效！","STARPOWER BUFFIE-VERSTÄRKT!","¡HABILIDAD ESTELAR CON BUFFIE!","BUFFIE LISÄTTY TÄHTIVOIMAAN!","POUVOIR STAR BUFFÉ !","כוח כוכב חוזק!","BUFFIE BINTANG AKTIF!","ABILITÀ STELLARE CON BUFFIE!","スターパワーバフ！","스타 파워 버피됨!","BUFFIE KUASA BINTANG AKTIF!","STERRENKRACHT GEBUFFIED!","ZBUFFOWANO GWIEZDNĄ MOC!","BUFFIE APLICADO AO PODER DE ESTRELA!","ЗВËЗДНАЯ СИЛА С БАФФИ!","พลังดวงดาวได้รับบัฟแล้ว!","YILDIZ GÜCÜ BUFFIE’LENDİ!","ĐÃ CƯỜNG HÓA SỨC MẠNH SAO!"
"TID_BUFFIE_TAP_TO_BUFF_GADGETS","Tap to BUFF GADGETS","اضغط لتقوية الأجهزة","点击为随身妙具提供增益","點擊為武裝配件提供增益","Für GADGETBUFF tippen","Toca para mejorar los gadgets","Napauta TEHOSTAAKSESI VARUSTEITA","Appuyez pour BUFFER LES GADGETS","הקישו כדי להוסיף חיזוק באפי לגאדג'טים","Ketuk untuk MEMPERKUAT GADGET","Tocca per potenziare i GADGET","タップしてガジェットをバフ","탭해서 가젯 버프하기","Ketik untuk MENGUATKAN ALAT","Tik om GADGETS een BUFF te geven","Stuknij, by ZBUFFOWAĆ GADŻETY","Toque para melhorar os ACESSÓRIOS","Коснись, чтобы УСИЛИТЬ ГАДЖЕТЫ","แตะเพื่อบัฟอุปกรณ์เสริม","AKSESUARLARI güçlendirmek için dokun.","Nhấn để CƯỜNG HÓA PHỤ KIỆN"
"TID_BUFFIE_TAP_TO_BUFF_STAR_POWERS","Tap to BUFF STAR POWERS","اضغط لتقوية القدرات الخاصة","点击为星徽之力提供增益","點擊為能力之星提供增益","Für STARPOWERBUFF tippen","Toca para mejorar las habilidades estelares","Napauta TEHOSTAAKSESI TÄHTIVOIMIA","Appuyez pour BUFFER LES POUVOIRS STAR","הקישו כדי להוסיף חיזוק באפי לכוחות כוכב","Ketuk untuk MEMEMPERKUAT KEKUATAN BINTANG","Tocca per potenziare le ABILITÀ STELLARI","タップしてスターパワーをバフ","탭해서 스타 파워 버프하기","Ketik untuk MENGUATKAN KUASA BINTANG","Tik om STERRENKRACHTEN een BUFF te geven","Stuknij, by ZBUFFOWAĆ GWIEZDNE MOCE","Toque para melhorar os PODERES DE ESTRELA","Коснись, чтобы УСИЛИТЬ ЗВЁЗДНЫЕ СИЛЫ","แตะเพื่อบัฟพลังดวงดาว","YILDIZ GÜÇLERİNİ güçlendirmek için dokun.","Nhấn để CƯỜNG HÓA SỨC MẠNH SAO"
"TID_BUFFIE_TAP_TO_BUFF_HYPERCHARGE","Tap to BUFF HYPERCHARGE","اضغط لتقوية الشحن الفائق","点击为极限充能提供增益","點擊為極限威能提供增益","Für HYPERLADUNGSBUFF tippen","Toca para mejorar la hipercarga","Napauta TEHOSTAAKSESI HYPERLATAUSTA","Appuyez pour BUFFER L'HYPERCHARGE","הקישו כדי להוסיף חיזוק באפי לסופר-טעינה","Ketuk untuk MEMPERKUAT BERINGASSS","Tocca per potenziare l'OVERDRIVE","タップしてハイパーチャージをバフ","탭해서 하이퍼차지 버프하기","Ketik untuk MENGUATKAN HIPERCAS","Tik om HYPERKRACHTEN een BUFF te geven","Stuknij, by ZBUFFOWAĆ HIPERDOŁADOWANIE","Toque para melhorar a HIPERCARGA","Коснись, чтобы УСИЛИТЬ ГИПЕРЗАРЯД","แตะเพื่อบัฟไฮเปอร์ชาร์จ","HİPERŞARJI güçlendirmek için dokun.","Nhấn để TĂNG SỨC MẠNH CƯỜNG HÓA TUYỆT CHIÊU"
"TID_BUFFIE_BUFF_BRAWLER","BUFF BRAWLER","تقوية البطل","为英雄提供增益","為英雄提供增益","BRAWLER BUFFEN","MEJORAR BRAWLER","TEHOSTA RÄMÄPÄÄTÄ","BUFFER LE BRAWLER","חיזוק באפי לבראולר","PERKUAT JAGOAN","POTENZIA IL BRAWLER","キャラクターをバフ","브롤러 버프하기","KUATKAN BRAWLER","KNOKKER EEN BUFF GEVEN","ZBUFFUJ ZADYMIARZA","MELHORAR BRAWLER","УСИЛИТЬ БОЙЦА","บัฟบรอว์เลอร์","SAVAŞÇI GÜÇLENDİR","CƯỜNG HÓA CHIẾN BINH BRAWL"
"TID_VAULT_TAIL_REWARD_SUBTITLE","Choose your bonus reward for every","اختر مكافأتك الإضافية عن كل","要选择额外奖励，每次只需","要選擇額外獎勵，每次只需","Wähle deine Bonusbelohnung für alle","Elige una recompensa extra por cada","Valitse bonuspalkintosi joka","Choisissez votre récompense bonus pour chaque","בחרו פרס בונוס לכל","Pilih hadiah bonus untuk setiap","Scegli un premio bonus ogni","次の条件を満たすたびにボーナス報酬を選択：","다음을 충족할 때마다 보너스 보상 선택 가능","Pilih ganjaran bonus anda untuk setiap","Kies je bonusbeloning voor elk(e)","Wybierz dodatkową nagrodę za każde","Escolha uma recompensa bônus por cada","Выбери бонусную награду за каждые","เลือกรางวัลโบนัสของคุณสำหรับทุกๆ","Bonus ödül seçmek için gereken:","Chọn phần thưởng thêm cho mỗi"
"TID_VAULT_SKIN_POPUP_SET_LABEL","Skin Set! (x3 Skins)","مجموعة مظاهر (3 مظاهر)","皮肤套装（3款皮肤）","造型套裝（3款造型）","Skinset! (3 Skins)","¡Conjunto de aspectos! (3 aspectos)","Asusetti! (3 asua)","Ensemble de skins (3 skins) !","סט סקינים! (x3 סקינים)","Set Kostum! (Kostum x3)","Set di skin (con tre skin)","スキンセット！（スキンx3）","스킨 세트! (스킨 3개)","Set Kulit! (x3 kulit)","Skinset (x3 skins)","Zestaw! (3 przebrania)","Pacote de três visuais","Комплект скинов (3 шт.)!","เซ็ตสกิน! (สกิน x3)","Kostüm Seti! (x3 Kostüm)","Bộ sưu tập trang phục! (3 Trang phục)"
"TID_VAULT_YOU_CHOOSE","YOU CHOOSE!","الخيار لك!","随您挑选！","隨你挑選！","DEINE WAHL!","¡TÚ ELIGES!","SINÄ VALITSET!","AU CHOIX !","לבחירתכם!","AYO PILIH!","A TE LA SCELTA!","選ぼう！","원하는 금고를 고르세요!","PILIH!","JIJ MAG KIEZEN!","TY WYBIERASZ!","VOCÊ ESCOLHE!","ВЫБИРАЙ!","คุณเลือกเลย!","İSTEDİĞİNİ SEÇ!","BẠN CHỌN!"
"TID_VAULT_PLUS_EXCLUSIVE","BP PLUS ONLY","BP PLUS فقط","高级乱斗金券专属","高級亂鬥通行券專屬","NUR BP PLUS","EXCLUSIVO DEL BP PLUS","VAIN BP PLUSSALLA","EXCLU PB PLUS","רק BP PLUS","KHUSUS BP PLUS","SOLO PER BP PLUS","ブロスタパス＋限定","브롤 패스 플러스 한정","BP PLUS SAHAJA","ALLEEN BP PLUS","TYLKO W KZ PLUS","EXCLUSIVO DO BP PLUS","ТОЛЬКО BP PLUS","Brawl Pass+ เท่านั้น","SADECE BP PLUS’TA","CHỈ CÓ TRONG VÉ BP CAO CẤP"
"TID_GAME_MODE_70","SAFE BLAST","تفجير الخزينة","宝箱爆破","寶箱爆破","TRESORSPRENGUNG","ATRACO EXPLOSIVO","KASSAKAAPIN RÄJÄYTYS","EXPLOSION DE COFFRE","פיצוץ של כספות","LEDAKAN BRANKAS","BOTTI E BOTTINI","爆弾金庫荒らし","금고 블라스트","LETUPAN PETI","KLUISJE KNALLEN","WYBUCH KONTROLOWANY","COFRE-BUM","ПОДРЫВ СЕЙФА","ระเบิดตู้นิรภัย","KASA PATLATMA","ĐÁNH BOM KÉT SẮT"
"TID_GAME_MODE_70_DESC","Protect your team's valuable Safe, while trying to bomb enemy team's Safe at the same time! Regular damage does not work against the Safe, only bombs! Whichever team busts open the enemy Safe first, wins.\n\nIf time runs out, the team that caused more damage to the enemy team's Safe is declared winner.\n\nRegular attacks do not work against the Safe, only bombs. Be careful, when picked up, bombs will explode after some time!","احمِ خزينة فريقك الثمينة بينما تحاول تفجير خزينة الفريق العدو في الوقت نفسه. لا يؤثر الضرر العادي على الخزينة، بل القنابل فقط. يفوز بالمواجهة أول فريق ينجح في فتح خزينة العدو.\n\nإذا نفد الوقت المحدد، يفوز الفريق الذي ألحق أكبر ضرر بخزينة العدو.\n\n.احترس عند التقاط القنابل، ستنفجر بعد فترة.","保护我方宝箱，并努力炸开对方宝箱！常规攻击对宝箱无效，只有炸弹才能造成伤害！率先炸开对方宝箱的一方获胜。\n\n如果对战时间结束时，双方均未摧毁对方宝箱，则给对方宝箱造成更多伤害的一方赢得对战。\n\n常规攻击对宝箱无效，只有炸弹才能造成伤害。捡起炸弹后，它会在一段时间后自动爆炸！一定要小心！","保護我方寶箱，並努力炸開對方寶箱！一般攻擊對寶箱無效，只有炸彈才能造成傷害！率先炸開對方寶箱的一方獲勝。\n\n如果對戰時間結束時，雙方均未摧毀對方寶箱，則為對方寶箱造成更多傷害的一方贏得對戰。\n\n一般攻擊對寶箱無效，只有炸彈才能造成傷害。撿起炸彈後，它會在一段時間後自動爆炸！一定要小心！","Beschütze den wertvollen Tresor deines Teams – während du gleichzeitig versuchst, den gegnerischen Tresor zu sprengen! Normaler Schaden hinterlässt nicht mal einen Kratzer am Tresor. Hier wirken nur Bomben! Das Team, das als Erstes den gegnerischen Tresor zerstört, gewinnt.\n\nLäuft die Zeit ab, gewinnt das Team, das am meisten Schaden am gegnerischen Tresor angerichtet hat.\n\nDer Tresor kann nur mit Bomben und nicht mit regulären Attacken gesprengt werden. Doch Vorsicht: Wenn Bomben aufgenommen werden, explodieren sie nach einer Zeit!","Protege la valiosa caja fuerte de tu equipo mientras intentas abrir la del equipo contrario. La caja fuerte es inmune al daño convencional, solo funcionan las bombas. El primer equipo que logre destrozar la caja fuerte del enemigo gana.\n\nSi el tiempo se acaba, ganará el equipo que haya dañado más la caja fuerte del equipo contrario.\n\nLos ataques convencionales no sirven de nada contra la caja fuerte, ¡solo las bombas! Pero ten cuidado: las bombas explotarán al poco de recogerlas.","Suojelkaa joukkueenne kassakaappia ja yrittäkää samalla murtautua vastustajan kassakaappiin! Vain pommit toimivat kassakaapin vahingoittamisessa. Tavallisista hyökkäyksistä ei siis ole apua! Voittajaksi selviytyy se joukkue, joka pääsee ensimmäisenä käsiksi vastustajan kassakaapin sisältöön.\n\nJos aika loppuu, eniten vastustajajoukkueen kaappia tuhonnut joukkue voittaa.\n\nVain pommit toimivat kassakaapin vahingoittamisessa. Tavallisista hyökkäyksistä ei siis ole apua! Ole kuitenkin varovainen kun keräät pommeja, sillä ne räjähtävät jonkin ajan kuluttua!","Protégez votre coffre-fort tout en essayant de faire exploser celui de vos adversaires. Les dégâts classiques ne fonctionnent pas contre le coffre, seulement les bombes ! La première équipe à forcer le coffre de l'autre l'emporte !\n\nSi le temps est écoulé sans qu'une équipe n'ait pris le dessus, celle ayant infligé le plus de dégâts au coffre ennemi gagne.\n\nAttention ! Les bombes explosent après un certain temps !","הגנו על הכספת היקרה של הקבוצה שלכם, ובמקביל נסו להפציץ את הכספת של הקבוצה היריבה! נזק רגיל אינו משפיע על הכספת, רק פצצות! הקבוצה שפורצת ראשונה את הכספת של היריב מנצחת.\n\nאם הזמן נגמר, הקבוצה שגרמה ליותר נזק לכספת של היריב מוכרזת כמנצחת.\n\nמתקפות רגילות אינן פועלות נגד הכספת, רק פצצות. היזהרו, לאחר שמרימים פצצה, היא תתפוצץ בסופו של דבר!","Lindungi Brankas timmu sambil mengebom Brankas tim lawan pada saat bersamaan! Serangan biasa tidak berefek ke Brankas, hanya bisa dengan bom! Tim yang pertama berhasil membobol Brankas lawan akan menang.\n\nSaat waktu habis, tim yang menimbulkan kerusakan paling besar pada Brankas lawan akan jadi pemenangnya.\n\nSerangan biasa tidak berfungsi untuk merusak Brankas, hanya bisa dengan bom. Hati-hati, bom akan meledak beberapa saat setelah diambil!","Proteggi la cassaforte della tua squadra mentre bombardi quella avversaria! Le casseforti subiscono danni solo dalle bombe e la prima squadra che distrugge quella nemica vince.\n\nSe nessuno raggiunge questo obiettivo prima dello scadere del tempo, la vittoria andrà a chi avrà causato più danni alla cassaforte avversaria.\n\nRicorda che, una volta prese, le bombe esploderanno dopo un certo periodo!","チームの大切な金庫を守りながら、敵チームの金庫を爆弾でこじ開けよう！相手の金庫を先に開けたチームが勝利。\n\n金庫が壊れる前に時間切れになった場合は、敵チームの金庫により多くダメージを与えたチームの勝利となる。\n\n金庫にダメージを与えられるのは爆弾のみ。ただし、爆弾は拾ってからしばらく経つと爆発するので、慎重に取り扱おう！","우리 팀의 귀중한 금고를 지키면서 적의 금고를 폭파하세요! 일반적인 공격은 금고에 통하지 않으며, 폭탄만 금고에 피해를 줄 수 있습니다! 먼저 상대의 금고를 부수고 여는 팀이 승리합니다.\n\n제한 시간 안에 금고를 부수지 못할 경우, 상대의 금고에 더 많은 피해를 입힌 팀이 승리합니다.\n\n일반적인 공격은 금고에 통하지 않으며, 폭탄만 효과를 발휘합니다. 조심하세요! 폭탄은 주운 뒤 일정 시간이 지나면 폭발합니다!","Lindungi Peti pasukan anda yang berharga sambil cuba mengebom Peti pasukan musuh! Kerosakan biasa tidak berkesan terhadap Peti, hanya bom! Pasukan pertama yang memecah Peti musuh akan menang.\n\nJika masa tamat, pasukan yang menyebabkan lebih banyak kerosakan kepada Peti akan menang.\n\nSerangan biasa tidak berkesan terhadap Peti, hanya bom. Berhati-hati, bom akan meletup selepas beberapa saat apabila diambil!","Bescherm je teams waardevolle kluis, terwijl je de kluis van het vijandelijke team probeert te bombarderen! Gewone schade werkt niet tegen de kluis, alleen bommen! Het team dat als eerste de kluis van het andere team openbreekt, wint.\n\nAls de tijd opraakt, wint het team dat meer schade heeft toegebracht aan de kluis van de vijand.\n\nGewone aanvallen werken niet tegen de kluis, alleen bommen. Let op: bommen ontploffen een tijdje nadat ze worden opgeraapt!","Chroń cenny sejf swojej drużyny, jednocześnie starając się wysadzić sejf drużyny przeciwnika. Tylko bomby oddziałują na sejf – normalne ataki nie zadają mu obrażeń. Wygrywa drużyna, która jako pierwsza otworzy sejf wroga.\n\nJeśli skończy się czas, zwycięży drużyna, która spowodowała więcej uszkodzeń sejfu drużyny przeciwnej.\n\nBomby wybuchają po pewnym czasie, więc zachowaj ostrożność, gdy je podnosisz.","Proteja o valioso cofre da sua equipe e tente abrir o do seu adversário ao mesmo tempo. A primeira equipe a conseguir vence! Mas tem um pequeno detalhe: somente as bombas são capazes de causar dano aos cofres!\n\nSe o tempo acabar, vencerá quem tiver causado mais dano ao cofre dos inimigos.\n\nLembrando que os ataques normais não funcionam contra os cofres, então tome cuidado, pois as bombas explodirão sozinhas onde estiverem depois de serem apanhadas!","Защищай свой сейф, одновременно пытаясь взорвать сейф вражеской команды! Сейф не получает урона от обычных атак — только от бомб! Побеждает команда, взорвавшая сейф врага первой.\n\nЕсли время истечёт, победителем будет объявлена команда, нанёсшая больше урона вражескому сейфу.\n\nНанести урон сейфу можно только бомбами. Осторожно: бомбы взрываются через некоторое время после того, как их подбирают!","ปกป้องตู้นิรภัยที่แสนมีค่าของคุณและพยายามระเบิดตู้นิรภัยของศัตรูในขณะเดียวกัน! ความเสียหายแบบปกติไม่มีผลกับตู้นิรภัย มีเพียงระเบิดเท่านั้นที่ทำได้! ทีมใดก็ตามที่ระเบิดตู้นิรภัยของศัตรูจนเปิดได้ก่อนจะเป็นผู้ชนะ!\n\nหากหมดเวลา ทีมที่สร้างความเสียให้กับตู้นิรภัยของทีมศัตรูได้มากกว่าจะเป็นผู้ชนะ\n\nการโจมตีแบบปกติไม่มีผลกับตู้นิรภัย มีเพียงระเบิดเท่านั้นที่ทำได้ โปรดระวัง ระเบิดจะทำงานหลังจากเก็บขึ้นมาเป็นระยะเวลาหนึ่ง!","Takımının değerli kasasını korurken aynı zamanda düşmanın kasasını bombalamaya çalış! Normal saldırılar kasaya işlemez, tek çözüm bombalamak! Düşmanın kasasını patlatarak açan ilk takım kazanır.\n\nSüre dolarsa düşmanın kasasına en fazla hasar veren takım galip gelir.\n\nNormal saldırılar kasaya işlemez, tek çözüm bombalamak. Dikkat et! Bombalar alındıktan bir süre sonra patlar!","Bảo vệ Két sắt quý giá của đội mình, đồng thời cố gắng đánh bom Két sắt của đội đối thủ! Những đòn gây ra sát thương thông thường không có tác dụng đối với Két sắt, chỉ có bom mới phá hủy được! Đội nào phá hủy Két sắt của đối thủ trước sẽ giành chiến thắng.\n\nNếu hết thời gian, đội nào gây ra nhiều sát thương hơn lên Két sắt của đối thủ sẽ chiến thắng.\n\nCác đòn tấn công thông thường không ảnh hưởng đến Két sắt, chỉ có bom mới có tác dụng. Hãy cẩn thận, khi được nhặt lên, các quả bom sẽ phát nổ sau một khoảng thời gian ngắn!"
"TID_BOMB_HEIST_INTRO_TEXT","Throw Bombs at the enemy Safe!","ألقِ القنابل على الخزنة المعادية.","向敌方宝箱投掷炸弹！","向敵方寶箱投擲炸彈！","Wirf Bomben auf den gegnerischen Tresor!","¡Abre la caja fuerte enemiga usando bombas!","Heitä pommeja vastustajan kassakaappiin!","Lancez des bombes sur le coffre ennemi !","השליכו פצצות על כספת האויב!","Lempar Bom ke Brankas lawan!","Colpisci la cassaforte nemica con le bombe!","敵の金庫に爆弾を投げつけよう！","적의 금고에 폭탄을 투하하세요!","Baling bom ke peti keselamatan musuh!","Gooi bommen naar de vijandelijke kluis!","Rzucaj bombami w sejf przeciwnika!","Lance bombas em direção ao cofre inimigo!","Бросай бомбы во вражеский сейф!","โยนระเบิดใส่ตู้นิรภัยของศัตรู!","Düşman kasasına bomba at!","Ném bom vào Két sắt của kẻ địch!"
"TID_BUDDY_REACH_TROPHIES","Unlocks at","فتح عند","解锁于","解鎖於","Freischaltung bei","Se desbloquea con","Avautuu:","Débloqué :","מתקבלת גישה ב-","Terbuka di","Si sblocca con:","アンロック：","잠금 해제 조건","Dibuka di","Ontgrendelt bij","Odblokuj przy","Desbloqueia em","Требуется","ปลดล็อคที่","Açılması için gereken:","Mở khóa khi đạt"
"TID_BRAWLPASS_POPUP_PAST_SEASON_UNLOCKED","Past Brawl Pass Season Unlocked! Rewards will be collected automatically!","تم فتح موسم Brawl Pass السابق. سيتم تحصيل المكافآت تلقائيًا.","先前的乱斗金券主题季已解锁！奖励将会自动领取！","先前的亂鬥通行券主題季已解鎖！獎勵將會自動領取！","Frühere Brawlpass-Saison freigeschaltet! Belohnungen werden automatisch eingesammelt.","Temporada anterior del Brawl Pass desbloqueada, ¡se recogerán las recompensas de forma automática!","Edellinen Brawl Pass-kausi avattu! Palkinnot kerätään automaattisesti!","Ancienne saison de Pass Brawl débloquée ! Vos récompenses seront récupérées automatiquement !","קיבלתם גישה לעונה קודמת של Brawl Pass! הפרסים ייאספו באופן אוטומטי!","Musim Brawl Pass Lalu Terbuka! Hadiah akan diambil otomatis!","Stagione del Brawl Pass passata sbloccata! I premi verranno ritirati in automatico!","過去のブロスタパスシーズンがアンロック！報酬は自動で回収されます！","이전 브롤 패스 시즌이 잠금 해제되었습니다! 보상을 자동으로 수령합니다!","Musim Brawl Pass lalu dibuka! Ganjaran akan dikumpul secara automatik!","Oud Brawl Pass-seizoen ontgrendeld! Beloningen worden automatisch geclaimd!","Odblokowano dawny sezon Karnetu Zadymiarskiego! Nagrody zostaną odebrane automatycznie.","Temporada anterior do Brawl Pass liberada! Prêmios coletados!","Разблокирован Brawl Pass прошлого сезона. Награды будут собраны автоматически!","ปลดล็อคฤดูกาล Brawl Pass ก่อนหน้าไปแล้ว! รางวัลจะถูกเก็บโดยอัตโนมัติ!","Geçmiş Brawl Pass sezonu için bonus ödülünü seç! Ödüller otomatik olarak alınır.","Đã mở khóa Mùa giải Vé Brawl Pass trước đây! Phần thưởng sẽ được thu thập tự động!"
"TID_BUDDY_CHANCE_FROM_CLAW","CHANCE FROM CLAW MACHINE","فرصة من آلة المخلب","有几率通过娃娃机获取","有機率透過娃娃機獲取","CHANCE AUS GREIFAUTOMAT","PRUEBA LA MÁQUINA DE GARRA","MAHDOLLISUUS KOURAKONEESTA","CHANCE DANS L'ATTRAPE-BUFFIES","סיכוי ממכונת הטופר","PROBABILITAS DARI MESIN CAPIT","CHANCE DI PESCARLO DALLA GRU","クレーンゲームで獲得可能","뽑기 기계로 획득하기","PELUANG MESIN CEKAU","WINSTKANS GRIJPMACHINE","SZANSE W AUTOMACIE Z CHWYTAKIEM","TENTE A SORTE NA MÁQUINA DE GARRA","ПОПЫТАТЬ УДАЧУ","โอกาสจากตู้คีบ","YAKALAMA ŞANSI","CƠ HỘI TỪ MÁY GẮP"
"TID_VAULT_PURCHASE_SCREEN_TEXT_8b","INCLUDES A BUFFIE KEY!","تتضمن مفتاح بافي","包含一把增益挂饰钥匙！","包含一把增益吊飾鑰匙！","BEINHALTET EINEN BUFFIE-SCHLÜSSEL!","¡INCLUYE UNA LLAVE DE BUFFIES!","SISÄLTÄÄ BUFFIEAVAIMEN!","CLÉ DE BUFFIE INCLUSE !","כולל מפתח באפי!","TERMASUK KUNCI BUFFIE!","INCLUDE UNA CHIAVE DEI BUFFIE!","バフィーのカギ入り！","버피 열쇠 포함","TERMASUK KUNCI BUFFIE!","BEVAT EEN BUFFIESLEUTEL!","ZAWIERA KLUCZ BUFFIE!","CHAVE DE BUFFIE INCLUSA!","КЛЮЧ БАФФИ!","มีกุญแจบัฟฟี่!","BİR BUFFIE ANAHTARI İÇERİR!","BAO GỒM CHÌA KHÓA BUFFIE!"
"TID_SHOP_OFFER_TITLE_83","CHAOS DROP","مكافأة الفوضى","混沌惊喜","混沌之星","CHAOS-DROP","PREMIO CAÓTICO","KAAOSDROPPI","PRIX DU CHAOS","מטען כאוס","HADIAH HURU-HARA","PREMIO CAOTICO","カオスドロップ","카오스 드롭","GANJARAN HURU-HARA","CHAOSDROP","DROP CHAOSU","PRÊMIO CAÓTICO","ПРИЗ ХАОСА","ดาวเคออส","KAOS HEDİYESİ","PHẦN THƯỞNG HỖN CHIẾN"
