"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_UNDERTAKER_SQUIDWARD_SKIN_SHOP","SQUIDWARD MORTIS","مورتيس شفيق","章鱼哥莫提斯","章魚哥莫提斯","THADDÄUS MORTIS","MORTIS CALAMARDO","JALMARI-MORTIS","MORTIS CARLO","סקווידוויד מורטיס","MORTIS SQUIDWARD","MORTIS SQUIDDI","イカルド\nモーティス","징징이 모티스","MORTIS SQUIDWARD","OCTO-MORTIS","SKALMAR MORTIS","MORTIS\nMOLUSCO","СКВИДВОРТИС","สควิดวอร์ด มอร์ติส","SQUIDWARD MORTIS","MORTIS\nSQUIDWARD"
"TID_UNDERTAKER_SQUIDWARD_PINK_SKIN","PINK SQUIDWARD MORTIS","مورتيس شفيق الوردي","粉粉章鱼哥莫提斯","粉紅章魚哥莫提斯","ROSA THADDÄUS MORTIS","MORTIS\nCALAMARDO ROSA","PINKKI JALMARI-MORTIS","MORTIS CARLO ROSE","סקווידוויד מורטיס הוורוד","MORTIS SQUIDWARD MERAH MUDA","MORTIS SQUIDDI ROSA","ピンクイカルド モーティス","핑크 징징이 모티스","MORTIS SQUIDWARD MERAH JAMBU","ROZE OCTO-MORTIS","RÓŻOWY SKALMAR MORTIS","MORTIS MOLUSCO ROSA","РОЗОВЫЙ СКВИДВОРТИС","พิงค์สควิดวอร์ด มอร์ติส","PEMBE SQUIDWARD MORTIS","MORTIS SQUIDWARD HỒNG"
"TID_UNDERTAKER_SQUIDWARD_PINK_SKIN_SHOP","PINK SQUIDWARD\nMORTIS","مورتيس\nشفيق الوردي","粉粉章鱼哥\n莫提斯","粉紅章魚哥\n莫提斯","ROSA THADDÄUS\nMORTIS","MORTIS\nCALAMARDO ROSA","PINKKI JALMARI-\nMORTIS","MORTIS\nCARLO ROSE","סקווידוויד מורטיס\nהוורוד","MORTIS\nSQUIDWARD MERAH MUDA","MORTIS\nSQUIDDI ROSA","ピンクイカルド\nモーティス","핑크 징징이\n모티스","MORTIS\nSQUIDWARD MERAH JAMBU","ROZE OCTO-\nMORTIS","RÓŻOWY SKALMAR\nMORTIS","MORTIS\nMOLUSCO ROSA","РОЗОВЫЙ\nСКВИДВОРТИС","พิงค์สควิดวอร์ด\nมอร์ติส","PEMBE SQUIDWARD\nMORTIS","MORTIS\nSQUIDWARD HỒNG"
"TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN","BLUE SQUIDWARD MORTIS","مورتيس شفيق الأزرق","蓝色章鱼哥莫提斯","藍色章魚哥莫提斯","BLAUER THADDÄUS MORTIS","MORTIS\nCALAMARDO AZUL","SININEN JALMARI-MORTIS","MORTIS CARLO BLEU","סקווידוויד מורטיס הכחול","MORTIS SQUIDWARD BIRU","MORTIS SQUIDDI BLU","ブルーイカルド モーティス","블루 징징이 모티스","MORTIS SQUIDWARD BIRU","BLAUWE OCTO-MORTIS","NIEBIESKI SKALMAR MORTIS","MORTIS MOLUSCO AZUL","ГОЛУБОЙ СКВИДВОРТИС","บลูสควิดวอร์ด มอร์ติส","MAVİ SQUIDWARD MORTIS","MORTIS SQUIDWARD XANH"
"TID_UNDERTAKER_SQUIDWARD_BLUE_SKIN_SHOP","BLUE SQUIDWARD\nMORTIS","مورتيس\nشفيق الأزرق","蓝色章鱼哥\n莫提斯","藍色章魚哥\n莫提斯","BLAUER THADDÄUS\nMORTIS","MORTIS\nCALAMARDO AZUL","SININEN JALMARI-\nMORTIS","MORTIS\nCARLO ROSE","סקווידוויד מורטיס\nהכחול","MORTIS\nSQUIDWARD BIRU","MORTIS\nSQUIDDI BLU","ブルーイカルド\nモーティス","블루 징징이\n모티스","MORTIS\nSQUIDWARD BIRU","BLAUWE OCTO-\nMORTIS","NIEBIESKI SKALMAR\nMORTIS","MORTIS\nMOLUSCO AZUL","ГОЛУБОЙ\nСКВИДВОРТИС","บลูสควิดวอร์ด\nมอร์ติส","MAVİ SQUIDWARD\nMORTIS","MORTIS\nSQUIDWARD XANH"
"TID_MINIGUN_DUDE_PUTRID_SKIN","PUTRID PAM","بام الزومبي","怪形帕姆","腐臭喪屍","VERDORBENE PAM","PAM PUTREFACTA","ZOMBI-PAM","PAM PUTRIDE","פאם המתפוררת","PAM SUSTER GEPENG","PAM PUTREFATTA","ギガゾンビ パム","언데드 팸","PAM REPUT","ZOMBIE-PAM","ZGNIŁA PAM","PAM PUTREFEITA","ДОХЛАЯ ПЭМ","แพม ผีบูดเบี้ยว","KOKUŞMUŞ PAM","PAM BỐC MÙI"
"TID_MINIGUN_DUDE_PUTRID_SKIN_SHOP","PUTRID\nPAM","بام\nالزومبي","怪形帕姆","腐臭喪屍","VERDORBENE\nPAM","PAM\nPUTREFACTA","ZOMBI-\nPAM","PAM\nPUTRIDE","פאם\nהמתפוררת","PAM\nSUSTER GEPENG","PAM\nPUTREFATTA","ギガゾンビ\nパム","언데드 팸","PAM\nREPUT","ZOMBIE-\nPAM","ZGNIŁA\nPAM","PAM\nPUTREFEITA","ДОХЛАЯ\nПЭМ","แพม\nผีบูดเบี้ยว","KOKUŞMUŞ\nPAM","PAM\nBỐC MÙI"
"TID_SOUL_COLLECTOR_GRUESOME_SKIN","GRUESOME GUS","جاس المروع","诡异格斯","駭人行屍","GRUSEL GUS","GUS GROTESCO","KARMEA GUS","GUS GLAUQUE","גאס הדוחה","GUS ANGKER","GUS MANGIACERVELLI","ブレインバルーン ガス","으스스 거스","GUS NGERI","GRUWELIJKE GUS","MAKABRYCZNY GUS","GUS MEDONHO","ГНИЮЩИЙ ГАС","กัส ผีสยองเกล้า","ÜRKÜTÜCÜ GUS","GUS GHÊ RỢN"
"TID_SOUL_COLLECTOR_GRUESOME_SKIN_SHOP","GRUESOME\nGUS","جاس\nالمروع","诡异格斯","駭人行屍","GRUSEL\nGUS","GUS\nGROTESCO","KARMEA\nGUS","GUS\nGLAUQUE","גאס\nהדוחה","GUS\nANGKER","GUS\nMANGIACERVELLI","ブレインバルーン\nガス","으스스 거스","GUS\nNGERI","GRUWELIJKE\nGUS","MAKABRYCZNY\nGUS","GUS\nMEDONHO","ГНИЮЩИЙ\nГАС","กัส\nผีสยองเกล้า","ÜRKÜTÜCÜ\nGUS","GUS\nGHÊ RỢN"
"TID_TNT_DUDE_DECAYING_SKIN","DECAYING DYNAMIKE","دينامايك المتحلل","腐坏麦克","衰變者","VERDERBENDER DYNAMIKE","DYNAMIKE\nEN DESCOMPOSICIÓN","MÄTÄNEVÄ DYNAMIKE","DYNAMIKE DÉCOMPOSÉ","דינ-מייק המרקיב","DYNAMIKE LAPUK","DYNAMIKE TIRACERVELLI","人造人間 マイク","뒤틀린 영혼 다이너마이크","DYNAMIKE MEREPUT","BEDORVEN DYNAMIKE","GNIJĄCY DYNAMIKE","DYNAMIKE DECOMPOSTO","МЕРТВЯК МАЙК","ไดนาไมค์ ผีร่างเปื่อย","ÇÜRÜYEN DYNAMIKE","DYNAMIKE MỤC RỮA"
"TID_TNT_DUDE_DECAYING_SKIN_SHOP","DECAYING\nDYNAMIKE","دينامايك\nالمتحلل","腐坏麦克","衰變者","VERDERBENDER\nDYNAMIKE","DYNAMIKE\nEN DESCOMPOSICIÓN","MÄTÄNEVÄ\nDYNAMIKE","DYNAMIKE\nDÉCOMPOSÉ","דינ-מייק\nהמרקיב","DYNAMIKE\nLAPUK","DYNAMIKE\nTIRACERVELLI","人造人間\nマイク","뒤틀린 영혼\n다이너마이크","DYNAMIKE\nMEREPUT","BEDORVEN\nDYNAMIKE","GNIJĄCY\nDYNAMIKE","DYNAMIKE\nDECOMPOSTO","МЕРТВЯК\nМАЙК","ไดนาไมค์\nผีร่างเปื่อย","ÇÜRÜYEN\nDYNAMIKE","DYNAMIKE\nMỤC RỮA"
"TID_DEAD_MARIACHI_POSSESSED_SKIN","POSSESSED POCO","بوكو الممسوس","魔魇波克","惡魔吉他手","BESESSENER POCO","POCO POSEÍDO","RIIVATTU POCO","POCO POSSÉDÉ","פוקו אחוז הדיבוק","POCO KESURUPAN","POCHO INDEMONIATO","スカルロッカー ポコ","악령 포코","POCO DIRASUK","BEZETEN POCO","OPĘTANY POCO","POCO POSSUÍDO","КОСТЯНОЙ ПОКО","โปโค่ ผีสิงร่าง","LANETLİ POCO","POCO QUỶ ÁM"
"TID_DEAD_MARIACHI_POSSESSED_SKIN_SHOP","POSSESSED\nPOCO","بوكو\nالممسوس","魔魇波克","惡魔吉他手","BESESSENER\nPOCO","POCO POSEÍDO","RIIVATTU\nPOCO","POCO\nPOSSÉDÉ","פוקו\nאחוז הדיבוק","POCO\nKESURUPAN","POCHO\nINDEMONIATO","スカルロッカー\nポコ","악령 포코","POCO\nDIRASUK","BEZETEN\nPOCO","OPĘTANY\nPOCO","POCO\nPOSSUÍDO","КОСТЯНОЙ\nПОКО","โปโค่\nผีสิงร่าง","LANETLİ\nPOCO","POCO\nQUỶ ÁM"
"TID_COOKER_DARK_KEEP_SKIN","DARK KEEP PEARL","بيرل حصن الظلام","炼狱看守珀尔","黑暗堡壘","DUNKELFESTUNG PEARL","PEARL\nFORTALEZA OSCURA","MUSTA LINNAKE -PEARL","PEARL AMBULANTE","פרל האפלה","PEARL CERUK KEGELAPAN","PEARL FORTEZZA OSCURA","闇の城塞 パール","다크 캐슬 펄","PEARL ISTANA SERAM","SPOOKHUIS-PEARL","PEARL MROCZNEJ TWIERDZY","PEARL FORTALEZA SOMBRIA","ПРОКЛЯТЫЙ ЗАМОК ПЕРЛ","เพิร์ล ปราการทมิฬ","KARANLIK KALE PEARL","PEARL LÂU ĐÀI MA"
"TID_COOKER_DARK_KEEP_SKIN_SHOP","DARK KEEP\nPEARL","بيرل\nحصن الظلام","炼狱看守珀尔","黑暗堡壘","DUNKELFESTUNG\nPEARL","PEARL\nFORTALEZA OSCURA","MUSTA LINNAKE\n-PEARL","PEARL\nAMBULANTE","פרל\nהאפלה","PEARL\nCERUK KEGELAPAN","PEARL\nFORTEZZA OSCURA","闇の城塞\nパール","다크 캐슬 펄","PEARL\nISTANA SERAM","SPOOKHUIS-\nPEARL","PEARL\nMROCZNEJ TWIERDZY","PEARL\nFORTALEZA SOMBRIA","ПРОКЛЯТЫЙ ЗАМОК\nПЕРЛ","เพิร์ล\nปราการทมิฬ","KARANLIK KALE\nPEARL","PEARL\nLÂU ĐÀI MA"
"TID_CONTROLLER_KNIGHTMARE_SKIN","KNIGHTMARE NANI","ناني فارسة الكوابيس","炼狱战骑纳妮","夢魘騎士","ALBTRAUMRITTERIN NANI","NANI\nPALADINA OSCURA","KAUHUJEN RITARI -NANI","NANI-GNOBLE","נאני המסויטת","NANI KESATRIA TEROR","IRIS INCUBO ALATO","ナイトメア ナーニ","악몽의 기사 나니","NANI MIMPI NGERI","NACHTRIDDER NANI","NANI KOSZMARNA RYCERKA","NANI GAN CEANN","КОШМАРНАЯ НАНИ","ไนท์แมร์ นานิ","KARABASAN NANI","NANI HIỆP SĨ ÁC MỘNG"
"TID_CONTROLLER_KNIGHTMARE_SKIN_SHOP","KNIGHTMARE\nNANI","ناني\nفارسة الكوابيس","炼狱战骑纳妮","夢魘騎士","ALBTRAUMRITTERIN\nNANI","NANI\nPALADINA OSCURA","KAUHUJEN RITARI\n-NANI","NANI-\nGNOBLE","נאני\nהמסויטת","NANI\nKESATRIA TEROR","IRIS\nINCUBO ALATO","ナイトメア\nナーニ","악몽의 기사\n나니","NANI\nMIMPI NGERI","NACHTRIDDER\nNANI","NANI\nKOSZMARNA RYCERKA","NANI\nGAN CEANN","КОШМАРНАЯ\nНАНИ","ไนท์แมร์\nนานิ","KARABASAN\nNANI","NANI\nHIỆP SĨ ÁC MỘNG"
"TID_ATTACHER_LOCK_SKIN","LOCKPICKIT","كيت بطل القفل والمفتاح","门之钥凯特","門之鑰","SCHLOSSKNACKIT","KIT PÍCARO","TIIRIKKA-KIT","KIT ROGUE","פריצתמנעול","KIT TUKANG KUNCI","KIT SGATTINATORE","マスターシーフ キット","자물쇠 따개 키트","KIT PENCURI","SLOTENKRAKER-KIT","WYTRYCHOWY KIT","KIT GATUNO","ВЗЛОМЩИК КИТ","จอมโจรคิต","ÇİLİNGİR KIT","KIT ĐẠO CHÍCH"
"TID_ATTACHER_LOCK_SKIN_SHOP","LOCKPICKIT","كيت بطل القفل والمفتاح","门之钥凯特","門之鑰","SCHLOSSKNACKIT","KIT PÍCARO","TIIRIKKA-KIT","KIT ROGUE","פריצתמנעול","KIT\nTUKANG KUNCI","KIT SGATTINATORE","マスターシーフ\nキット","자물쇠 따개\n키트","KIT PENCURI","SLOTENKRAKER-\nKIT","WYTRYCHOWY KIT","KIT\nGATUNO","ВЗЛОМЩИК КИТ","จอมโจรคิต","ÇİLİNGİR KIT","KIT\nĐẠO CHÍCH"
"TID_BEAMER_MALICIOUS_SKIN","MALICIOUS MANDY","ماندي ملكة الشر","邪恶魔女曼迪","憎恨女皇","MALIZIÖSE MANDY","MANDY\nMALICIOSA","PAHATAR-MANDY","MANDY MALICIEUSE","מנדי המרשעת","MANDY RATU DURJANA","MANDY MALIZIOSA","ダーククイーン マンディ","악의 여왕 맨디","MANDY JAHAT","MALICIEUZE MANDY","ZŁOWROGA MANDY","MANDY MALÉVOLA","ЗЛОДЕЙКА МЭНДИ","แม่มดพยาบาท แมนดี้","ŞEYTAN MANDY","MANDY MA MỊ"
"TID_BEAMER_MALICIOUS_SKIN_SHOP","MALICIOUS\nMANDY","ماندي\nملكة الشر","邪恶魔女曼迪","憎恨女皇","MALIZIÖSE\nMANDY","MANDY\nMALICIOSA","PAHATAR-\nMANDY","MANDY\nMALICIEUSE","מנדי\nהמרשעת","MANDY\nRATU DURJANA","MANDY\nMALIZIOSA","ダーククイーン\nマンディ","악의 여왕 맨디","MANDY\n JAHAT","MALICIEUZE\nMANDY","ZŁOWROGA\nMANDY","MANDY\nMALÉVOLA","ЗЛОДЕЙКА\nМЭНДИ","แม่มดพยาบาท\nแมนดี้","ŞEYTAN\nMANDY","MANDY\nMA MỊ"
"TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN","DREAD KNIGHT DRACO","دراكو فارس الرعب","惊魂骑士德拉科","恐懼騎士","SCHRECKENSRITTER DRACO","DRACO\nCABALLERO ESPECTRAL","HAAMURITARI-DRACO","DRACORREUR","דראקו האביר האיום","DRACO KESATRIA HOROR","DRACO CAVALIERE MALIGNO","ドレッドナイト ドラコ","공포의 기사 드라코","DRACO KESATRIA MENAKUTKAN","SCHRIKRIDDER DRACO","UPIORNY RYCERZ DRACO","DRACO CAVALEIRO SINISTRO","ПРИЗРАЧНЫЙ ВСАДНИК ДРАКО","อัศวินขาร็อค ดราโก้","KORKUNÇ ŞÖVALYE DRACO","DRACO KỴ SĨ MA"
"TID_DRAGON_RIDER_DREAD_KNIGHT_SKIN_SHOP","DREAD KNIGHT\nDRACO","دراكو\nفارس الرعب","惊魂骑士\n德拉科","恐懼騎士","SCHRECKENSRITTER\nDRACO","DRACO\nCABALLERO ESPECTRAL","HAAMURITARI-\nDRACO","DRACORREUR","דראקו\nהאביר האיום","DRACO\nKESATRIA HOROR","DRACO\nCAVALIERE MALIGNO","ドレッドナイト\nドラコ","공포의 기사\n드라코","DRACO\nKESATRIA MENAKUTKAN","SCHRIKRIDDER\nDRACO","UPIORNY RYCERZ\nDRACO","DRACO\nCAVALEIRO SINISTRO","ПРИЗРАЧНЫЙ ВСАДНИК\nДРАКО","อัศวินขาร็อค\nดราโก้","KORKUNÇ ŞÖVALYE\nDRACO","DRACO\nKỴ SĨ MA"
"TID_POWER_LEVELER_SKELETAL_SKIN","SKELETAL SURGE","سيرج العظمي","骸骨之主瑟奇","骸骨領主","SKELETT SURGE","SURGE ESQUELETO","LUURANKO-SURGE","SURGE SQUELETTIQUE","סרג‘ השלד","SURGE JERANGKONG","ENERGETIK SCHELETRO","スケルトンナイト サージ","해골 서지","SURGE RANGKA","SKELET-SURGE","SZKIELETOWY SURGE","WATTSON REI ESQUELETO","СКЕЛЕТ ВОЛЬТ","เซิร์จ อัศวินโครงกระดูก","İSKELET SURGE","SURGE BỘ XƯƠNG"
"TID_POWER_LEVELER_SKELETAL_SKIN_SHOP","SKELETAL SURGE","سيرج العظمي","骸骨之主瑟奇","骸骨領主","SKELETT SURGE","SURGE ESQUELETO","LUURANKO-SURGE","SURGE SQUELETTIQUE","סרג‘ השלד","SURGE JERANGKONG","ENERGETIK SCHELETRO","スケルトンナイト\nサージ","해골 서지","SURGE RANGKA","SKELET-SURGE","SZKIELETOWY SURGE","WATTSON\nREI ESQUELETO","СКЕЛЕТ ВОЛЬТ","เซิร์จ อัศวินโครงกระดูก","İSKELET SURGE","SURGE\nBỘ XƯƠNG"
"TID_POWER_LEVELER_VILLAINOUS_SKIN","VILLAINOUS SKELETAL SURGE","سيرج العظمي الشرير","火狱骸骨瑟奇","邪焰骸骨領主","SCHURKENSKELETT SURGE","SURGE\nESQUELETO MALVADO","PAHA LUURANKO-SURGE","SURGE SQUELETTIQUE INFERNAL","סרג‘ השלד המרושע","SURGE JERANGKONG KEJAM","ENERGETIK SCHELETRO MALEFICO","スケルトンロード サージ","악당 해골 서지","SURGE RANGKA JAHAT","SLECHTERIK SKELET-SURGE","NIKCZEMNY SZKIELETOWY SURGE","WATTSON ESQUELETO SANGRENTO","ЗЛОДЕЙСКИЙ СКЕЛЕТ ВОЛЬТ","เซิร์จ อัศวินโครงกระดูกชั่วร้าย","KÖTÜ KALPLİ İSKELET SURGE","SURGE BỘ XƯƠNG PHẢN DIỆN"
"TID_POWER_LEVELER_VILLAINOUS_SKIN_SHOP","VILLAINOUS SKELETAL\nSURGE","سيرج\nالعظمي الشرير","火狱骸骨瑟奇","邪焰骸骨領主","SCHURKENSKELETT\nSURGE","SURGE\nESQUELETO MALVADO","PAHA LUURANKO-\nSURGE","SURGE\nSQUELETTIQUE INFERNAL","סרג‘\nהשלד המרושע","SURGE\nJERANGKONG KEJAM","ENERGETIK\nSCHELETRO MALEFICO","スケルトンロード\nサージ","악당 해골 서지","SURGE\nRANGKA JAHAT","SLECHTERIK SKELET-\nSURGE","NIKCZEMNY SZKIELETOWY\nSURGE","WATTSON\nESQUELETO SANGRENTO","ЗЛОДЕЙСКИЙ СКЕЛЕТ\nВОЛЬТ","เซิร์จ\nอัศวินโครงกระดูกชั่วร้าย","KÖTÜ KALPLİ İSKELET\nSURGE","SURGE\nBỘ XƯƠNG PHẢN DIỆN"
"TID_POWER_LEVELER_ANTI_HERO_SKIN","ANTI-HERO SKELETAL SURGE","سيرج البطل المزيف العظمي","圣洁骸骨瑟奇","聖焰骸骨領主","ANTIHELDENSKELETT SURGE","SURGE\nESQUELETO JUSTICIERO","ANTISANKARI-LUURANKO-SURGE","SURGE SQUELETTIQUE DÉCHU","סרג‘ השלד האנטי-גיבור","SURGE JERANGKONG PENUMPAS","ENERGETIK SCHELETRO GIUSTIZIERE","スケルトンバロン サージ","안티히어로 해골 서지","SURGE RANGKA ANTIWIRA","ANTIHELD SKELET-SURGE","SZKIELETOWY ANTYBOHATER SURGE","WATTSON ESQUELETO PALADINO","АНТИГЕРОЙ-СКЕЛЕТ ВОЛЬТ","เซิร์จ อัศวินโครงกระดูกแอนตี้ฮีโร่","ANTİ KAHRAMAN İSKELET SURGE","SURGE BỘ XƯƠNG PHẢN ANH HÙNG"
"TID_POWER_LEVELER_ANTI_HERO_SKIN_SHOP","ANTI-HERO SKELETAL\nSURGE","سيرج\nالبطل المزيف العظمي","圣洁骸骨瑟奇","聖焰骸骨領主","ANTIHELDENSKELETT\nSURGE","SURGE\nESQUELETO JUSTICIERO","ANTISANKARI-LUURANKO-\nSURGE","SURGE\nSQUELETTIQUE DÉCHU","סרג‘\nהשלד האנטי-גיבור","SURGE\nJERANGKONG PENUMPAS","ENERGETIK\nSCHELETRO GIUSTIZIERE","スケルトンバロン\nサージ","안티히어로 해골\n서지","SURGE\nRANGKA ANTIWIRA","ANTIHELD SKELET-\nSURGE","SZKIELETOWY ANTYBOHATER\nSURGE","WATTSON\nESQUELETO PALADINO","АНТИГЕРОЙ-СКЕЛЕТ\nВОЛЬТ","เซิร์จ\nอัศวินโครงกระดูกแอนตี้ฮีโร่","ANTİ KAHRAMAN İSKELET\nSURGE","SURGE \nBỘ XƯƠNG PHẢN ANH HÙNG"
"TID_TRUE_SILVER_BROCK_REVAMP_SKIN","TRUE SILVER FRESH CUT BROCK","بروك الفضة الخالصة بتصفيفة جديدة","铂银新发型布洛克","閃耀銀布洛克","STARSILBER FRISIERTER BROCK","BROCK\nPEINADO PLATEADO","JALOHOPEA-TYYLITUKKA-BROCK","BROCK STYLÉ ARGENT MASSIF","יציקת ברוק חדש-דנדש מכסף","BROCK SLEBOR BARU PERAK","BROCK POMPADOUR ARGENTEO","トゥルーシルバー ツーブロック","트루 실버 쿨 헤어 브록","BROCK RAMBUT BERGAYA PERAK","MASSIEF ZILVEREN NIEUW KAPSEL-BROCK","SREBRNY BROCK PROSTO OD FRYZJERA","BROCK NO ESTILO PRATEADO","СЕРЕБРЯНЫЙ СТИЛЬНЫЙ БРОК","บร็อค ทรงผมเฟี้ยวเงาะ ร่างเงินล้วน","SAF GÜMÜŞ YENİ KESİM BROCK","BROCK ĐIỂN TRAI BẰNG BẠC"
"TID_TRUE_GOLD_BROCK_REVAMP_SKIN","TRUE GOLD FRESH CUT BROCK","بروك الذهب الخالص بتصفيفة جديدة","辉金新发型布洛克","璀璨金布洛克","STARGOLD FRISIERTER BROCK","BROCK\nPEINADO DORADO","JALOKULTA-TYYLITUKKA-BROCK","BROCK STYLÉ OR MASSIF","יציקת ברוק חדש-דנדש מזהב","BROCK SLEBOR BARU EMAS","BROCK POMPADOUR 24 CARATI","トゥルーゴールド ツーブロック","트루 골드 쿨 헤어 브록","BROCK RAMBUT BERGAYA EMAS","MASSIEF GOUDEN NIEUW KAPSEL-BROCK","ZŁOTY BROCK PROSTO OD FRYZJERA","BROCK NO ESTILO DOURADO","ЗОЛОТОЙ СТИЛЬНЫЙ БРОК","บร็อค ทรงผมเฟี้ยวเงาะ ร่างทองล้วน","SAF ALTIN YENİ KESİM BROCK","BROCK ĐIỂN TRAI BẰNG VÀNG"
"TID_TRUE_SILVER_BROCK_REVAMP_SKIN_SHOP","TRUE SILVER FRESH CUT\nBROCK","بروك\nالفضة الخالصة بتصفيفة جديدة","铂银新发型\n布洛克","閃耀銀布洛克","STARSILBER FRISIERTER\nBROCK","BROCK\nPEINADO PLATEADO","JALOHOPEA-TYYLITUKKA-\nBROCK","BROCK\nSTYLÉ ARGENT MASSIF","יציקת ברוק חדש-דנדש\nמכסף","BROCK\nSLEBOR BARU PERAK","BROCK POMPADOUR\nARGENTEO","トゥルーシルバー\nツーブロック","트루 실버 쿨 헤어\n브록","BROCK\nRAMBUT BERGAYA PERAK","MASSIEF ZILVEREN\nNIEUW KAPSEL-BROCK","SREBRNY BROCK\nPROSTO OD FRYZJERA","BROCK\nNO ESTILO PRATEADO","СЕРЕБРЯНЫЙ\nСТИЛЬНЫЙ БРОК","บร็อค ทรงผมเฟี้ยวเงาะ\nร่างเงินล้วน","SAF GÜMÜŞ YENİ KESİM\nBROCK","BROCK ĐIỂN TRAI\nBẰNG BẠC"
"TID_TRUE_GOLD_BROCK_REVAMP_SKIN_SHOP","TRUE GOLD FRESH CUT\nBROCK","بروك\nالذهب الخالص بتصفيفة جديدة","辉金新发型\n布洛克","璀璨金布洛克","STARGOLD FRISIERTER\nBROCK","BROCK\nPEINADO DORADO","JALOKULTA-TYYLITUKKA-\nBROCK","BROCK\nSTYLÉ OR MASSIF","יציקת ברוק חדש-דנדש\nמזהב","BROCK\nSLEBOR BARU EMAS","BROCK POMPADOUR\n24 CARATI","トゥルーゴールド\nツーブロック","트루 골드 쿨 헤어\n브록","BROCK\nRAMBUT BERGAYA EMAS","MASSIEF GOUDEN\nNIEUW KAPSEL-BROCK","ZŁOTY BROCK\nPROSTO OD FRYZJERA","BROCK\nNO ESTILO DOURADO","ЗОЛОТОЙ\nСТИЛЬНЫЙ БРОК","บร็อค ทรงผมเฟี้ยวเงาะ\nร่างทองล้วน","SAF ALTIN YENİ KESİM\nBROCK","BROCK ĐIỂN TRAI\nBẰNG VÀNG"
"TID_TRUE_GOLD_PAINTER_SKIN","TRUE GOLD BERRY","بيري الذهب الخالص","辉金拜瑞","璀璨金貝瑞","STARGOLD BERRY","BERRY\nDORADO","JALOKULTA-BERRY","BERRY OR MASSIF","יציקת ברי מזהב","BERRY EMAS","BERRY 24 CARATI","トゥルーゴールド ベリー","트루 골드 베리","BERRY EMAS","MASSIEF GOUDEN BERRY","ZŁOTY BERRY","BERRY DOURADO","ЗОЛОТОЙ БЕРРИ","เบอร์รี่ ร่างทองล้วน","SAF ALTIN BERRY","BERRY BẰNG VÀNG"
"TID_TRUE_GOLD_PAINTER_SKIN_SHOP","TRUE GOLD\nBERRY","بيري\nالذهب الخالص","辉金拜瑞","璀璨金貝瑞","STARGOLD\nBERRY","BERRY\nDORADO","JALOKULTA-\nBERRY","BERRY\nOR MASSIF","יציקת ברי\nמזהב","BERRY\nEMAS","BERRY\n24 CARATI","トゥルーゴールド\nベリー","트루 골드 베리","BERRY\nEMAS","MASSIEF GOUDEN\nBERRY","ZŁOTY\nBERRY","BERRY\nDOURADO","ЗОЛОТОЙ\nБЕРРИ","เบอร์รี่\nร่างทองล้วน","SAF ALTIN\nBERRY","BERRY\nBẰNG VÀNG"
"TID_TRUE_SILVER_PAINTER_SKIN","TRUE SILVER BERRY","بيري الفضة الخالصة","铂银拜瑞","閃耀銀貝瑞","STARSILBER BERRY","BERRY\nPLATEADO","JALOHOPEA-BERRY","BERRY ARGENT MASSIF","יציקת ברי מכסף","BERRY PERAK","BERRY ARGENTEO","トゥルーシルバー ベリー","트루 실버 베리","BERRY PERAK","MASSIEF ZILVEREN BERRY","SREBRNY BERRY","BERRY PRATEADO","СЕРЕБРЯНЫЙ БЕРРИ","เบอร์รี่ ร่างเงินล้วน","SAF GÜMÜŞ BERRY","BERRY BẰNG BẠC"
"TID_TRUE_SILVER_PAINTER_SKIN_SHOP","TRUE SILVER\nBERRY","بيري\nالفضة الخالصة","铂银拜瑞","閃耀銀貝瑞","STARSILBER\nBERRY","BERRY\nPLATEADO","JALOHOPEA-\nBERRY","BERRY\nARGENT MASSIF","יציקת ברי\nמכסף","BERRY\nPERAK","BERRY\nARGENTEO","トゥルーシルバー\nベリー","트루 실버 베리","BERRY\nPERAK","MASSIEF ZILVEREN\nBERRY","SREBRNY\nBERRY","BERRY\nPRATEADO","СЕРЕБРЯНЫЙ\nБЕРРИ","เบอร์รี่\nร่างเงินล้วน","SAF GÜMÜŞ\nBERRY","BERRY\nBẰNG BẠC"
"TID_TRUE_GOLD_CRAB_SKIN","TRUE GOLD CLANCY","كلانسي الذهب الخالص","辉金克兰西","璀璨金克蘭西","STARGOLD CLANCY","CLANCY\nDORADO","JALOKULTA-CLANCY","CLANCY OR MASSIF","יציקת קלנסי מזהב","CLANCY EMAS","CLANCY 24 CARATI","トゥルーゴールド クランシー","트루 골드 클랜시","CLANCY EMAS","MASSIEF GOUDEN CLANCY","ZŁOTY CLANCY","CLANCY DOURADO","ЗОЛОТОЙ КЛЭНСИ","แคลนซี่ ร่างทองล้วน","SAF ALTIN CLANCY","CLANCY BẰNG VÀNG"
