"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","FreezeStrength","FreezeDurationMS","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset"
"WallyUltiProjectile","","1739","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyOverchargedUltiProjectile","","1739","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSpinProjectile","","3044","","100","","","","","","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PiperHandgunProjectile","","4000","","50","","","","","","0","3","","","","","","true","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiProjectile","","2500","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","7","10","","200","","","",""
"ControllerUltiOverchargedProjectile","","2500","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","7","10","","200","","","",""
"ControllerProjectile","","4000","","40","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","",""
"CactusSpikeGadget","","2500","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetProjectile","","4891","","101","","","","","","0","3","","","","","","true","","true","500","6","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerProjectile","","3500","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","2","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","",""
"PowerLevelerProjectile2","","3000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile","","3500","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","2","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile2","","3000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossTCBasicAttackProjectile","","2500","","200","","","","","","0","0","","","","","","","","","","","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepHealingProjectile","","1000","","0","","true","true","","","150","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperHomingProjectile","","4000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","25","100","0","850","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","2","7","8","17","","","",""
"PercenterProjectile","","4000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeProjectile","","3500","","200","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"FireDudeUltiProjectile","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeOverchargedUltiProjectile","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeStarPowerProjectile","","3600","","0","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","true","","","","","","","","","","","","","","","",""
"BeeSniperCirclingProjectile","","560","","200","","","","","","0","10","","","","","","true","","","","","","","","","","","","","","","","","","35","100","0","850","","","","","","","","","","","","true","","","","","","","","","","","","","","","8","","","true","","","","97","","","",""
"RocketGirlGadgetProjectile","","3500","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerBigProjectile","","3804","","100","","","","","","0","2","","","","","","true","","","","","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeUltiProjectile","","1739","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiProjectile","","1739","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeProjectile","","4000","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilProjectile","","4000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilUltiProjectile","","2000","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilHyperUltiProjectile","","2000","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilHyperExplodedProjectile","","2500","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerProjectile","","3500","","300","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsProjectile","","3800","","70","","","","","","0","3","","","","","","true","","true","500","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsUltiProjectile","","1700","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsOverchargedUltiProjectile","","1700","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeneHomingProjectile","","2500","","50","","","","","","1900","2","","","","","","true","","","","","","","","","","","","","","","","","","25","100","0","500","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","4","2","8","40","","","",""
"NaniBounceProjectile","","6000","","0","","true","","","","1900","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"RollerProjectile","","3300","","150","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperProjectile","","4000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3",""
"ElectroSniperSecondaryProjectile_001","","4000","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","4","2","8","40","","3","3",""
"ElectroSniperUltiProjectile","","4000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperOverchargedUltiProjectile","","4000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","8","7","8","17","","","",""
"StickyBombProjectile","","4000","","50","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiProjectile","","800","","0","","true","true","","","60","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiProjectile2","","3000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberProjectile","","840","","0","","true","true","","","100","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberProjectile2","","3000","","125","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberUltiProjectile","","800","","0","","true","true","","","75","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberUltiProjectile2","","3000","","375","","","","","","0","0","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"OverchargedCrossBomberUltiProjectile","","800","","0","","true","true","","","75","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedCrossBomberUltiProjectile2","","3000","","375","","","","","","0","0","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeUltiProjectile","","3500","","150","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"RopeDudeOverchargedUltiProjectile","","3500","","150","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"RopeDudeProjectile","","4000","","250","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunProjectile","","3100","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunUltiProjectile","","3200","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","200","900","","","","","","","","80","130","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"AssaultShotgunUltiProjectile2","","3000","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","","true","","","","","","","",""
"AssaultShotgunGadgetProjectile","","50","","0","","true","","2500","35","100","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedUltiProjectile","","4500","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","200","900","","","","","","","","80","130","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedUltiProjectile2","","4500","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","","true","","","","","","","",""
"AssaultShotgunOverchargedUltiProjectile3","","4500","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","200","900","","","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","30","","true","","","","","","","",""
"HoldBallResetTrail","","2000","","50","","true","true","","","500","1","","","","HoldingBall","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerGadgetProjectile","","4000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile1","","5000","","250","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile2","","5000","","250","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","150","150","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile3","","5000","","250","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeProjectile","","4000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigProjectile","","4500","","100","true","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorProjectile","","4500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedDuplicatorUltiProjectile","","1196","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedDuplicatorProjectile","","4500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeProjectile","","3200","","300","","","","","","0","1","","","","","","true","","","","","","","","","","","","","1","","","20","1","","","","","","","","","","","","50","100","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeProjectile2","","4500","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","25","25","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","",""
"37f901aa7e3ec65beb084459d9fe977d4c219318","true","4130","","50","","","","","","0","2","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f28c1588967f18e7f4135feb09d1ccb7fd1dbe4c","true","4130","","50","","","","","","0","2","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMinesProjectile","","450","","0","","true","true","900","","25","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaUltiProjectile","","1200","","0","","true","","","","139","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaSpawnProjectile","","800","","0","","true","true","","","70","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaOverchargedSpawnProjectile","","1000","","0","","true","true","","","70","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile1","","3500","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile2","","3500","","150","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile3","","3500","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterLifestealProjectile","","4000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballStickyProjectile","","3000","","250","","","","","","0","3","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","10","350","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyAcidProjectile","","1500","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","","","35","125","","","true","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"ElectroSniperBounceProjectile","","4000","","101","","","","","","0","3","","","","","","true","","true","3000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3",""
"JetpackGirlUltiProjectile","","1500","","0","","true","true","","","20","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"JetpackGirlProjectile","","3500","","100","","","","","","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","50","100","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlProjectile","","3800","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","0","","135","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlSmallProjectile","","3000","","100","","","","","","25","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlChainProjectile","","3261","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","25","25","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlExplosionProjectileOvercharged","","3000","","100","","","","","","25","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FlameDudeCirclingProjectile","","560","","200","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","","","true","","","","","","","","","","","","","","","8","800","","true","","","","100","","","",""
"SilencerProjectile","","3600","","100","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SilencerBigProjectile","","3600","","200","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100","","","","","","","","","","","",""
"SilencerUltiProjectile","","3200","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","",""
"SilencerOverchargedUltiProjectile","","3200","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","",""
"WeaponThrowerProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerProjectile2","","3261","","150","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerUltiProjectile","","2900","","250","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerUltiProjectile2","","3600","","100","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","8","",""
"WeaponThrowerOverchargedUltiProjectile","","3600","","250","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerOverchargedUltiProjectile2","","4400","","100","","","","","","0","1","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","8","",""
"SoulCollectorProjectile","","4000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorUltiProjectile","","3600","","200","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","2600","200","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankProjectile","","4200","","250","","","","","","0","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankUltiProjectile","","4200","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankOverchargedUltiProjectile","","4200","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterProjectile","","3300","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiProjectileExploding","","800","","0","","true","true","","","75","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiProjectileStunning","","3000","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiProjectilePoisoning","","2000","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"ChesterOverchargedUltiProjectilePoisoning","","1800","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"JesterProjectileSP","","3300","","100","","","","","","0","2","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManProjectile","","3804","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManCaneGadgetProjectile","","3200","","200","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"DoorManCaneGadgetProjectile2","","2000","","200","","","","","","0","2","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","9","200",""
"BeamerProjectile","","3800","","100","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeamerUltiProjectile","","5000","","250","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","true","","","","","","","",""
"SplitterProjectile","","4500","","50","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterCirclingProjectile","","29","","100","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","","","true","","","","","","","","","","","","","","","8","","","true","","","","100","","","",""
"PuppeteerProjectile","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerUltiProjectile","","4130","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","80",""
"OverchargedPuppeteerUltiProjectile","","4130","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","80",""
"MaisieProjectile","","3000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","",""
"FishTankUltiProjectile","","4000","","101","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiProjectileSmall","","4000","","60","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistProjectile","","3800","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistUltiProjectile","","3800","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","true","","","","","","13","160",""
"DuelistOverchargedUltiProjectile","","3800","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","true","","","","","","13","160",""
